,GEOID,FIPS,SERank,EHDRank,MINRank,LWINRank,P_LWINCPCT,P_MINORPCT,index_right,Unnamed: 0,FSID,EPACRKID,PlanID,FacilityName,FacilitySiteStatusTypeID,PlanYearCode,LocationLatitude,LocationLongitude,NAICSCode,CountyCode,StateDistrict,FirstName,LastName,FullName
2330,530330073003.0,53033007300.0,6.0,9.0,8,2,19.0,74.0,310,317,933731,WAH000022664,676,Rosetta Inpharmatics LLC,1,2019,47.62247,-122.33718999999999,541711.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2330,530330073003.0,53033007300.0,6.0,9.0,8,2,19.0,74.0,515,576,99997014,WAH000034654,3412,NANOSTRING TECHNOLOGIES,1,2019,47.62361,-122.33435,334516.0,WA033,NWRO,Amy,Leang,Amy Leang
2331,530330073002.0,53033007300.0,6.0,9.0,8,6,58.0,80.0,410,425,6128362,WAH000023218,2950,Seattle Childrens Hospital Research Inst,1,2019,47.615798,-122.33451399999998,541715.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2334,530330067001.0,53033006700.0,1.0,4.0,9,1,1.0,81.0,111,113,31956797,WAH000013235,180,Seattle Cancer Care Alliance,1,2019,47.62636,-122.33883300000001,621498.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2381,530330304011.0,53033030401.0,7.0,9.0,9,7,65.0,89.0,470,526,20794,WAH000052526,3316,International Paper Federal Way,4,2019,47.30421,-122.29553999999999,541990.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2381,530330304011.0,53033030401.0,7.0,9.0,9,7,65.0,89.0,197,199,77352435,WAD980738033,339,Weyerhaeuser Technology Center,1,2019,47.306259999999995,-122.29668000000001,541990.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2383,530330304012.0,53033030401.0,7.0,9.0,8,6,51.0,74.0,453,506,22435647,WAR000006098,3268,Auburn Regional Medical Center,1,2019,47.300933,-122.26512,622110.0,WA033,NWRO,Leatta,Dahlhoff,Leatta Dahlhoff
2401,530330299023.0,53033029902.0,4.0,9.0,7,3,23.0,69.0,475,531,95676663,WAD980639983,3326,Thermaline,10,2019,47.319759999999995,-122.25516999999999,333241.0,WA033,NWRO,Justin,Meyer,Justin Meyer
2401,530330299023.0,53033029902.0,4.0,9.0,7,3,23.0,69.0,538,599,95831921,WAD009260779,3456,AIM Aerospace Inc Auburn,1,2019,47.32498,-122.25034,336413.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2432,530330099004.0,53033009900.0,5.0,7.0,6,2,18.0,56.0,18,18,2091,WAD988487583,21,Nucor Steel Seattle Inc,1,2019,47.56843,-122.36452,331111.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2432,530330099004.0,53033009900.0,5.0,7.0,6,2,18.0,56.0,483,539,94648691,WAD982658445,3337,General Construction Company,10,2019,47.569520000000004,-122.35547,237310.0,WA033,NWRO,Justin,Meyer,Justin Meyer
2432,530330099004.0,53033009900.0,5.0,7.0,6,2,18.0,56.0,14,14,2024,WAD009590779,17,BP West Coast Products,6,2019,47.57983,-122.35498999999999,424710.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2432,530330099004.0,53033009900.0,5.0,7.0,6,2,18.0,56.0,295,302,2030,WAD001684588,615,SHELL OIL PRODUCT  SEATTLE TERMINAL,1,2019,47.58243,-122.35206000000001,42471.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2432,530330099004.0,53033009900.0,5.0,7.0,6,2,18.0,56.0,227,229,88394523,WAD000643080,381,Kinder Morgan Liquids Terminals LLC,10,2019,47.58336,-122.35095700000001,49319.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2432,530330099004.0,53033009900.0,5.0,7.0,6,2,18.0,56.0,427,467,13675348,WAD988514394,3125,Stevedoring Svcs of America,6,2019,47.58575,-122.34974,483111.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2432,530330099004.0,53033009900.0,5.0,7.0,6,2,18.0,56.0,15,15,2031,WAD009258468,18,Todd Pacific Shipyards,1,2019,47.58617,-122.356078,336611.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2445,530330094002.0,53033009400.0,8.0,9.0,10,9,83.0,93.0,496,552,22459,WAH000053110,3368,Kiewit Hoffman E Link Construction Seatt,10,2019,47.59384,-122.31127,237990.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2449,530330093001.0,53033009300.0,8.0,10.0,9,5,46.0,84.0,128,130,36641518,WAH000013771,202,BMP Inc Airport Way,1,2019,47.586277,-122.320943,23731.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2449,530330093001.0,53033009300.0,8.0,10.0,9,5,46.0,84.0,164,166,60127692,WAD006107205,290,Quest Diagnostics Inc,1,2019,47.58741,-122.32132,621512.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2450,530330093003.0,53033009300.0,8.0,10.0,9,3,30.0,86.0,369,376,21296351,WAD027470111,2105,Seattle Barrel Co,1,2019,47.56129,-122.32311999999999,332439.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2450,530330093003.0,53033009300.0,8.0,10.0,9,3,30.0,86.0,372,379,12181641,WAH000041054,2340,3D Systems Proparts Seattle,1,2019,47.56615,-122.32493999999998,333249.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2450,530330093003.0,53033009300.0,8.0,10.0,9,3,30.0,86.0,331,338,11628955,WAD988473054,871,North Star Casteel Products,1,2019,47.56883,-122.32243000000001,331513.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2450,530330093003.0,53033009300.0,8.0,10.0,9,3,30.0,86.0,375,382,2171,WAD980726384,2481,Seattle City Light South Service Center,4,2019,47.571149,-122.329085,221111.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2450,530330093003.0,53033009300.0,8.0,10.0,9,3,30.0,86.0,249,253,28644225,WAD980738546,478,Alaskan Copper Works,1,2019,47.57543,-122.32588999999999,332996.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2450,530330093003.0,53033009300.0,8.0,10.0,9,3,30.0,86.0,511,571,41629732,WAD980975874,3406,ADN Amazon,3,2019,47.581540000000004,-122.3259,453998.0,WA033,NWRO,Amy,Leang,Amy Leang
2450,530330093003.0,53033009300.0,8.0,10.0,9,3,30.0,86.0,63,64,6433026,WAH000033785,100,Seattle Radiator,1,2019,47.557271,-122.33811999999999,811310.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2450,530330093003.0,53033009300.0,8.0,10.0,9,3,30.0,86.0,489,545,80333167,WAD007942824,3354,Manson Construction Co,10,2019,47.55805,-122.340027,238910.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2450,530330093003.0,53033009300.0,8.0,10.0,9,3,30.0,86.0,21,21,2142,WAD009249616,25,Ash Grove Cement West Inc,1,2019,47.56922,-122.33956,327310.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2451,530330093002.0,53033009300.0,8.0,10.0,8,9,81.0,74.0,182,184,68879649,WA6690331347,315,US Coast Guard Base Seattle,1,2019,47.58999,-122.33753,92811.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2451,530330093002.0,53033009300.0,8.0,10.0,8,9,81.0,74.0,504,560,11392,WAH000050951,3379,First & Goal Inc,10,2019,47.59544,-122.33158999999999,711310.0,WA033,NWRO,Amy,Leang,Amy Leang
2493,530150015025.0,53015001502.0,7.0,7.0,5,9,85.0,50.0,105,107,27961839,WAH000013300,173,Hayes Cabinets Inc Mitchell,1,2019,45.911833,-122.75175,337110.0,WA015,SWRO,Hugh,O'Neill,Hugh O'Neill
2495,530150015024.0,53015001502.0,7.0,7.0,7,9,87.0,61.0,341,348,71973147,WAR000001362,1093,Portco Packaging,1,2019,45.897777000000005,-122.752227,321991.0,WA015,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
2496,530150015023.0,53015001502.0,7.0,7.0,2,9,90.0,14.0,261,265,4058,WAH000036260,520,NORTHWOOD CABINETS INC,1,2019,45.91555,-122.7643,337110.0,WA015,SWRO,Hugh,O'Neill,Hugh O'Neill
2496,530150015023.0,53015001502.0,7.0,7.0,2,9,90.0,14.0,34,34,7068,WAH000036778,41,Lifeport Inc,1,2019,45.91966,-122.76683999999999,336413.0,WA015,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
2496,530150015023.0,53015001502.0,7.0,7.0,2,9,90.0,14.0,37,38,22755,WAH000036767,45,Lifeport Inc,1,2019,45.92483,-122.76026,336413.0,WA015,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
2496,530150015023.0,53015001502.0,7.0,7.0,2,9,90.0,14.0,368,375,20211788,WAD988476545,2096,USNR Woodland Division,1,2019,45.92501,-122.76364,333243.0,WA015,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
2509,530330261004.0,53033026100.0,9.0,10.0,10,6,54.0,99.0,371,378,6984539,WAD067152249,2255,Fives Lund LLC,1,2019,47.48304,-122.25681000000002,332322.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2514,530330314001.0,53033031400.0,6.0,5.0,7,9,82.0,68.0,58,59,4851723,WAD988493573,90,Helac Corp Battersby Ave,1,2019,47.20624,-121.98602,333613.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2539,530330323193.0,53033032319.0,1.0,5.0,6,4,36.0,58.0,339,346,71254893,WAD980976591,1079,Labels West,1,2019,47.75629,-122.16628,323119.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2539,530330323193.0,53033032319.0,1.0,5.0,6,4,36.0,58.0,230,232,88973875,WA0000866632,385,PRC DeSoto International ASC Seattle,1,2019,47.76478,-122.15097,325510.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2542,530330323191.0,53033032319.0,1.0,5.0,1,1,4.0,6.0,252,256,35935842,WAH000007591,485,Bio Rad Laboratories Woodinville,10,2019,47.76613,-122.148486,325413.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2549,530330293035.0,53033029303.0,6.0,9.0,8,3,24.0,78.0,180,182,67242869,WAD076634252,312,Valley Medical Center Renton,1,2019,47.440892,-122.21486200000001,622110.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2567,530079611001.0,53007961100.0,10.0,8.0,5,1,6.0,50.0,495,551,51731437,WAR000005819,3362,Central Washington Hospital,1,2019,47.40586,-120.31935,622110.0,WA007,CRO,Huckleberry,Palmer,Huckleberry Palmer
2577,530330292063.0,53033029206.0,10.0,10.0,10,9,84.0,91.0,480,536,4641,WAH000051610,3334,Emerald City Graphics 66th Ave,4,2019,47.392595,-122.250998,322212.0,WA033,NWRO,Amy,Leang,Amy Leang
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,220,222,85155236,WAD063341424,371,Protective Coatings Inc,1,2019,47.395962,-122.236452,332813.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,124,126,35918556,WAD053823571,198,Rexam Beverage Can Co,1,2019,47.396072,-122.236452,332431.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,191,193,75468444,WAD988510350,331,Mikron Industries,1,2019,47.3969,-122.24008,326121.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,443,496,13872,WAH000053086,3243,Conestoga Wood Specialties Inc,1,2019,47.39719,-122.25738999999999,337110.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,126,128,36175822,WAH000005348,200,Diamond Prefinish Inc,10,2019,47.3988522507729,-122.246762496108,23731.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,485,541,72546,WAH000055604,3340,Interline Brands DC Kent 4541D,3,2019,47.39922,-122.27335,444210.0,WA033,NWRO,Amy,Leang,Amy Leang
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,224,226,86787723,WAD988466900,377,Hytek Finishes Co Kent,1,2019,47.40871,-122.22984,332813.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,101,103,25859222,WAH000019091,169,Long Painting Co Kent,1,2019,47.4105,-122.249027,23731.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,45,46,1703747,WAH000030210,58,Blue Origin LLC Kent,1,2019,47.411712,-122.238496,336414.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,247,250,13862483,WAD067548966,446,UNIVAR USA INC KENT,1,2019,47.41205,-122.2304,424690.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,288,295,17887267,WAH000026548,600,ZEP Inc,1,2019,47.413502,-122.23754199999999,424690.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,19,19,2099,WAD061670766,23,Boeing A&M Space Center,1,2019,47.41938,-122.24971000000001,336411.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,325,332,13936,WAH000038571,843,Allflight,1,2019,47.42065,-122.2465,488190.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,151,153,53292855,WAD045256971,266,Hexcel Corp Structures,1,2019,47.42232,-122.2279,336413.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,71,73,8070005,WAH000031798,116,Ingersoll Rand Winch and Hoist Solutions,1,2019,47.42263,-122.24406100000002,238320.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,383,390,18751,WAH000038477,2773,Holman Distribution 85th Ave S,4,2019,47.4237,-122.22644,424910.0,WA033,NWRO,Amy,Leang,Amy Leang
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,206,208,81388779,WAD980723183,351,FXI Inc,1,2019,47.426388,-122.235001,32615.0,WA033,NWRO,Amy,Leang,Amy Leang
2578,530330292061.0,53033029206.0,10.0,10.0,10,10,99.0,98.0,205,207,81341872,WAD051247716,350,Davis Wire Corp,1,2019,47.42846,-122.23255,331222.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2600,530610519121.0,53061051912.0,2.0,7.0,3,2,11.0,26.0,306,313,99996970,WAH000034564,657,PRIMUS INTL UNIV SWAGING DIV,1,2019,47.77906,-122.14556,336413.0,WA061,NWRO,Robert,Reuter,Robert Reuter
2600,530610519121.0,53061051912.0,2.0,7.0,3,2,11.0,26.0,409,421,16727,WAH000046901,2934,Division 9 Flooring,4,2019,47.80355,-122.11828,238330.0,WA061,NWRO,Paul,Fabiniak,Paul Fabiniak
2619,530610522092.0,53061052209.0,9.0,5.0,9,9,88.0,83.0,283,288,13842479,WAD980983191,587,WA DOC Monroe,10,2019,47.846000000000004,-121.99191,922140.0,WA061,NWRO,Leatta,Dahlhoff,Leatta Dahlhoff
2632,530150020023.0,53015002002.0,3.0,3.0,1,7,64.0,4.0,521,582,62385916,WAR000001149,3423,Olympic Pipe Line Co Castle Rock Station,4,2019,46.26108,-122.88577,486910.0,WA015,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
2682,530330042003.0,53033004200.0,1.0,3.0,6,3,30.0,56.0,218,220,84897546,WAD048682157,368,Seattle Childrens,1,2019,47.663709999999995,-122.28527,622310.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2740,530459608003.0,53045960800.0,9.0,5.0,6,10,91.0,56.0,509,566,19861,WAH000050050,3398,Sierra Pacific Industries Shelton,9,2019,47.212722222222204,-123.098880555556,321113.0,WA045,SWRO,Hugh,O'Neill,Hugh O'Neill
2743,530110424001.0,53011042400.0,7.0,9.0,6,8,73.0,56.0,412,432,20041,WAH000047756,2981,Albina Asphalt,1,2019,45.62839,-122.68423999999999,324121.0,WA011,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
2755,530330219031.0,53033021903.0,5.0,6.0,6,5,44.0,57.0,429,469,77233621,WA0000345306,3129,Evergreen Hospital Medical Ctr,1,2019,47.71472,-122.18077,622110.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2761,530330323091.0,53033032309.0,3.0,3.0,9,3,22.0,82.0,433,475,53339214,WAH000049845,3147,Robinson Paints & Improvements,10,2019,47.683640999999994,-122.139784,238320.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2761,530330323091.0,53033032309.0,3.0,3.0,9,3,22.0,82.0,398,408,2533,WAH000042152,2865,RC Painting + Sons Inc Redmond,8,2019,47.684016,-122.139499,238320.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2761,530330323091.0,53033032309.0,3.0,3.0,9,3,22.0,82.0,217,219,84714737,WAR000006262,367,Prototron Circuits Inc,10,2019,47.685320000000004,-122.13595,334412.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2761,530330323091.0,53033032309.0,3.0,3.0,9,3,22.0,82.0,196,198,76691325,WAD980975114,337,OnSite Environmental Inc,1,2019,47.68542,-122.1388,541380.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2805,530330059001.0,53033005900.0,2.0,5.0,6,6,52.0,51.0,332,339,23481972,WAD981763527,872,King Cnty Dept of Nat Resources Env Lab,1,2019,47.651759999999996,-122.36101000000001,54138.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2805,530330059001.0,53033005900.0,2.0,5.0,6,6,52.0,51.0,27,27,2399,WAD067172288,33,Foss Maritime Co,1,2019,47.652429999999995,-122.366029,336611.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2809,530330058022.0,53033005802.0,3.0,4.0,6,4,39.0,58.0,121,123,35269323,WAD009255423,195,GM Nameplate Inc Seattle,1,2019,47.63686,-122.37623,339950.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2810,530330058023.0,53033005802.0,3.0,4.0,7,3,25.0,62.0,380,387,5261217,WAD980977284,2696,Seattle Port Fishermans Terminal,1,2019,47.628653,-122.37271100000001,336612.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
2829,530330049002.0,53033004900.0,1.0,7.0,5,6,60.0,46.0,305,312,9191621,WAH000020685,655,Phenopath Laboratories,1,2019,47.650444,-122.353583,621511.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
2829,530330049002.0,53033004900.0,1.0,7.0,5,6,60.0,46.0,17,17,2087,WAD041920554,20,Asko Processing Inc,1,2019,47.65136,-122.35354,332813.0,WA033,NWRO,Robert,Reuter,Robert Reuter
2905,530610529031.0,53061052903.0,10.0,8.0,7,9,89.0,61.0,177,179,66617796,WAD988476149,308,Artisan Finishing Systems Inc,1,2019,48.042320000000004,-122.17347,332812.0,WA061,NWRO,Robert,Reuter,Robert Reuter
2922,530610525022.0,53061052502.0,3.0,1.0,1,5,50.0,7.0,73,75,8361544,WAH000026473,120,Soundair Repair Group LLC,10,2019,47.933725,-122.103214,488190.0,WA061,NWRO,Justin,Meyer,Justin Meyer
2932,530379756001.0,53037975600.0,9.0,6.0,3,10,92.0,26.0,256,260,44136577,WAD980835631,492,Central Washington University,1,2019,46.999590000000005,-120.54021000000002,61131.0,WA037,CRO,Thatcher,Montgomery,Thatcher Montgomery
2972,530670101001.0,53067010100.0,5.0,3.0,4,10,93.0,40.0,457,510,83967165,WAD009263179,3276,Olympia Port former Cascade Pole,10,2019,47.057221999999996,-122.90416599999999,321114.0,WA067,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3000,530399502001.0,53039950200.0,6.0,4.0,2,9,81.0,14.0,103,105,26639341,WAD980978803,171,Aquatic Co,1,2019,45.621407,-121.137378,326191.0,WA067,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3023,530530717041.0,53053071704.0,10.0,10.0,10,10,97.0,99.0,76,78,9401058,WAH000024905,126,Specialty Products Inc Lakewood,1,2019,47.162566999999996,-122.46881499999999,325211.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3031,530539400101.0,53053940010.0,4.0,6.0,6,6,54.0,57.0,70,72,7966663,WAR000011445,115,Saint Gobain Performance Plastics Puyall,1,2019,47.203752,-122.29906799999999,32615.0,WA053,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3031,530539400101.0,53053940010.0,4.0,6.0,6,6,54.0,57.0,460,513,20572,WAH000052438,3282,CarMax Auto Superstores W Coast Inc,1,2019,47.206272999999996,-122.29706000000002,441110.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3031,530539400101.0,53053940010.0,4.0,6.0,6,6,54.0,57.0,389,399,15683,WAH000040844,2807,Unifirst Corp Puyallup,10,2019,47.20688,-122.30636000000001,812332.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3033,530350907003.0,53035090700.0,1.0,2.0,1,2,16.0,4.0,59,60,5687314,WA0000073064,92,Sage Manufacturing,1,2019,47.67924,-122.53493,339920.0,WA035,NWRO,Paul,Fabiniak,Paul Fabiniak
3043,530530731141.0,53053073114.0,6.0,4.0,5,5,45.0,46.0,522,583,96124,WAH000056135,3427,Viking Cabinets Inc,4,2019,47.036504,-122.38158999999999,337110.0,WA053,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3055,530050101002.0,53005010100.0,1.0,3.0,3,1,3.0,30.0,365,372,46838366,WAD988468708,2021,WA WSU Tri Cities,10,2019,46.328990000000005,-119.26153000000001,611310.0,WA005,CRO,Thatcher,Montgomery,Thatcher Montgomery
3055,530050101002.0,53005010100.0,1.0,3.0,3,1,3.0,30.0,193,195,75724721,WAD079262028,333,Test America,10,2019,46.333083,-119.27241599999999,54138.0,WA005,CRO,Thatcher,Montgomery,Thatcher Montgomery
3059,530350814001.0,53035081400.0,1.0,3.0,5,3,27.0,41.0,200,202,78983452,WA2170023418,344,US Navy PSNS & IMF,1,2019,47.56329,-122.63147,928110.0,WA035,NWRO,Robert,Reuter,Robert Reuter
3084,530719208012.0,53071920801.0,8.0,4.0,5,9,85.0,49.0,338,345,67479249,WAD059949362,1041,Nelson Irrigation Corp,1,2019,46.08247,-118.28501000000001,339999.0,WA071,ERO,Huckleberry,Palmer,Huckleberry Palmer
3121,530330238041.0,53033023804.0,4.0,6.0,8,2,16.0,75.0,528,589,88012,WAH000054600,3435,Nordstrom Inc 004,3,2019,47.61525,-122.20506999999999,452210.0,WA033,NWRO,Amy,Leang,Amy Leang
3146,530330321042.0,53033032104.0,3.0,2.0,6,6,55.0,60.0,253,257,42379742,WAH000004465,489,Canyon Creek Cabinet Company,1,2019,47.521323285217,-122.044230214075,337110.0,WA033,NWRO,Robert,Reuter,Robert Reuter
3146,530330321042.0,53033032104.0,3.0,2.0,6,6,55.0,60.0,254,258,42379742,WAH000004465,489,Canyon Creek Cabinet Company,1,2019,47.521323285217,-122.044230214075,337110.0,WA061,NWRO,Robert,Reuter,Robert Reuter
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,168,170,62538826,WAH000014274,295,Boeing A&M Electronics 41st St,1,2019,47.443055,-122.226054,334418.0,WA033,NWRO,Robert,Reuter,Robert Reuter
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,86,88,15383494,WAD981774243,144,Honeywell Inc,10,2019,47.443999999999996,-122.22366000000001,811219.0,WA033,NWRO,Justin,Meyer,Justin Meyer
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,360,367,36997189,WAD988475034,1781,Nordstrom Visual Merchandising,3,2019,47.44768,-122.25492,452210.0,WA033,NWRO,Amy,Leang,Amy Leang
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,232,234,91179698,WAH000015412,391,Fatigue Technology FTI,1,2019,47.452416,-122.25033300000001,336413.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,424,456,5412134,WAD988489266,3099,XPO Logistics Freight Inc,1,2019,47.452459999999995,-122.22123,484122.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,444,497,15129,WAH000052130,3244,Group Health Cooperative GSE,1,2019,47.455729,-122.238905,621511.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,459,512,970,WAH000052532,3281,Macys Tukwila,1,2019,47.45705,-122.25849,452210.0,WA033,NWRO,Amy,Leang,Amy Leang
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,97,99,23963634,WAD194613600,163,NORTH PACIFIC IND COATINGS,10,2019,47.45708,-122.22373999999999,238320.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,245,248,98997279,WAD060030657,414,"Aim Aerospace, Inc",1,2019,47.47364,-122.22365,336413.0,WA033,NWRO,Robert,Reuter,Robert Reuter
3151,530330262001.0,53033026200.0,8.0,10.0,9,10,98.0,81.0,135,137,2614893,WAH000033963,215,KP Corporation,4,2019,47.474779999999996,-122.24746999999999,323119.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3153,530330262004.0,53033026200.0,8.0,10.0,9,6,52.0,84.0,530,591,47227614,WAD982654089,3437,Nordstrom Inc 005,3,2019,47.46443,-122.25092,452210.0,WA033,NWRO,Amy,Leang,Amy Leang
3211,530270009005.0,53027000900.0,8.0,7.0,1,6,59.0,7.0,330,337,32,WAD009269010,867,WEYERHAEUSER NR COMPANY,1,2019,46.95361,-123.76793,32211.0,WA027,INDUSTRIAL,Angela,Fritz,Angela Fritz
3219,530330095002.0,53033009500.0,7.0,8.0,8,6,52.0,79.0,436,479,82198634,WAD009282278,3185,Lighthouse For The Blind,1,2019,47.58531,-122.30005,624310.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3223,530610419032.0,53061041903.0,9.0,7.0,10,9,88.0,92.0,50,51,3081546,WAH000029063,69,Goodrich Aerostructures Integration Svc,1,2019,47.91325,-122.268883,336413.0,WA061,NWRO,Robert,Reuter,Robert Reuter
3258,530630118002.0,53063011800.0,7.0,8.0,2,8,73.0,11.0,473,529,78361535,WAH000053814,3321,Andritz Hydro Corp,10,2019,47.659721000000005,-117.219718,423830.0,WA063,ERO,John,Blunt,John Blunt
3265,530630114003.0,53063011400.0,6.0,6.0,3,6,53.0,27.0,278,283,20347937,WAD000064642,572,Honeywell Electronic Materials Inc,1,2019,47.68220424552,-117.19977858200001,332999.0,WA063,ERO,Huckleberry,Palmer,Huckleberry Palmer
3265,530630114003.0,53063011400.0,6.0,6.0,3,6,53.0,27.0,405,415,6551009,WAH000021826,2902,Spur Industries Inc,4,2019,47.68614,-117.17125,332811.0,WA063,ERO,Huckleberry,Palmer,Huckleberry Palmer
3265,530630114003.0,53063011400.0,6.0,6.0,3,6,53.0,27.0,48,49,2251841,WAH000031432,63,US Wax & Polymer Inc,1,2019,47.686741,-117.168021,339999.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
